10502709@N05-58	8	7	15	
10502709@N05-67	10	5	3	
10502709@N05-71	3	10	5	2	
10627620@N06-99	17	5	15	
10627620@N06-100	2	5	4	
11090433@N05-139	17	5	3	4	
11191102@N07-155	6	12	3	
11191102@N07-157	15	5	7	
11191102@N07-162	8	4	3	
11241023@N03-166	8	3	10	
11349639@N00-169	6	12	4	
13273343@N00-288	4	6	16	
13528098@N00-294	6	16	4	
13644648@N03-298	3	8	5	10	13	18	4	16	11	7	14	12	6	
13672753@N00-302	16	6	12	3	
13907834@N00-315	6	12	16	
13907834@N00-316	2	15	7	
14391210@N00-379	4	3	11	
14391210@N00-380	4	3	10	5	
14878709@N00-453	5	10	6	
14878709@N00-454	6	2	5	16	10	3	15	
15205252@N00-472	23	21	26	
16048448@N00-510	10	3	5	18	8	4	6	2	
16326397@N02-515	6	7	5	
16693950@N00-523	6	3	5	
16693950@N00-524	9	24	25	
16693950@N00-525	3	16	4	8	10	5	2	6	
16926694@N06-544	8	4	16	
17373191@N00-549	3	13	16	2	10	
18412989@N00-619	5	3	6	
18412989@N00-623	2	5	14	
18412989@N00-624	8	5	13	
18948547@N00-634	3	10	5	
20075574@N00-675	3	11	9	
20342758@N00-681	5	10	6	14	12	16	4	
20344209@N00-683	19	6	18	
20456447@N03-686	3	4	8	13	16	6	2	
20456447@N03-687	8	6	12	16	
20456447@N03-688	17	18	11	3	
20741443@N00-708	8	5	10	2	4	
20741443@N00-712	8	4	5	
20741443@N00-716	2	8	13	
20741443@N00-722	8	3	5	
20741443@N00-729	5	2	3	8	10	
20741443@N00-730	8	10	5	
20741443@N00-731	2	5	3	
20741443@N00-744	10	2	4	
20741443@N00-745	4	2	11	
20741443@N00-753	4	10	5	8	
20741443@N00-763	10	5	2	
20741443@N00-775	3	2	4	
20741443@N00-778	8	10	4	
20741443@N00-783	8	4	2	5	3	
20741443@N00-786	8	5	2	10	
20741443@N00-788	10	5	2	7	3	
20741443@N00-790	10	5	2	
20741443@N00-807	4	3	8	
20741443@N00-809	8	4	2	5	10	
20741443@N00-813	16	4	10	5	
20741443@N00-814	4	8	10	5	
20741443@N00-816	5	10	4	
20741443@N00-821	5	10	3	
20741443@N00-822	8	5	10	4	
20741443@N00-825	5	3	10	
20741443@N00-843	5	6	4	
20741443@N00-852	13	4	8	
20741443@N00-867	16	4	8	
20741443@N00-870	10	17	2	
20741443@N00-879	8	5	2	
20741443@N00-880	8	3	4	
20741443@N00-883	2	5	4	
20741443@N00-884	5	2	10	4	
20741443@N00-898	16	4	6	
20741443@N00-904	3	5	4	
20741443@N00-905	8	5	10	4	2	3	7	
20741443@N00-911	18	5	2	
20741443@N00-920	4	8	2	
20741443@N00-923	2	8	4	
20741443@N00-928	18	15	2	
20741443@N00-929	8	2	10	5	
20741443@N00-962	2	5	10	
20741443@N00-963	4	10	5	
20741443@N00-965	4	8	2	
20741443@N00-969	10	2	17	
20741443@N00-979	8	3	5	18	
20741443@N00-980	14	8	10	
20741443@N00-988	14	8	5	10	
22111831@N05-1031	5	3	8	
22979982@N06-1063	9	5	18	
22996605@N05-1066	6	16	4	8	
23119895@N00-1078	8	16	6	
23269969@N00-1082	6	11	4	16	
23339848@N00-1089	7	19	4	
23908938@N02-1117	12	4	3	
